Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
7,2012-02-03,22.2,3.031,56917.7,1839.82,4.53,16241.73,2414.97,196.8728921,8.256,False
7,2012-02-10,18.79,3.103,13100.37,3096.6,1.73,4854.7,6266.04,196.9195056,8.256,True
7,2012-03-09,30.1,3.286,12144.9,1178.96,2.18,996.02,2221.16,196.9631599,8.256,False
7,2012-04-20,39.3,3.936,2114.64,863.38,14.21,549.62,1509.05,197.7227385,8.09,False
7,2012-05-18,49.41,3.837,3225.22,,24.83,508.1,1897.92,197.5553137,8.09,False
7,2012-06-15,59.33,3.723,16717.38,119.4,0.65,677.29,1144.07,197.692292,8.09,False
7,2012-07-06,64.67,3.646,2779.97,326.2,5.07,2112.68,1548.33,197.8322195,7.872,False
7,2012-07-13,64.21,3.613,1562.86,85.7,0.35,424.66,57029.78,197.8788621,7.872,False
7,2012-08-17,59.66,3.545,1266.82,34.6,46.86,1649.91,1421.44,198.1001057,7.872,False
7,2012-09-14,53.66,3.659,3180.52,,5.03,709.04,5384.1,198.1267184,7.872,False
7,2012-10-05,48.43,3.779,2955.56,,9.9,2240.78,1324.84,198.8221322,7.557,False
7,2012-10-19,43.01,3.75,2034.63,,0.5,298.55,4163.41,199.1481963,7.557,False
8,2010-04-16,62.66,2.808,,,,,,213.8186357,6.29,False
8,2010-12-10,42.47,2.843,,,,,,214.8155214,6.433,False
8,2010-12-17,45.03,2.869,,,,,,214.7510843,6.433,False
8,2011-01-07,35.77,2.976,,,,,,214.7415521,6.262,False
8,2011-02-18,50.64,3.045,,,,,,216.6310383,6.262,False
8,2011-02-18,50.64,3.045,,,,,,216.6310383,6.262,False
8,2011-06-24,83.94,3.594,,,,,,218.4979481,6.297,False
8,2011-06-24,83.94,3.594,,,,,,218.4979481,6.297,False
8,2011-09-16,69.09,3.526,,,,,,219.4442443,6.425,False
8,2011-11-11,50.56,3.297,4971.01,4538.18,541.05,1407.72,3846.73,221.4595129,6.123,False
8,2011-12-09,30.51,3.158,4425.92,36.0,346.05,1791.15,9889.35,222.4651238,6.123,False
8,2012-01-06,43.47,3.157,3093.39,26001.46,96.35,500.91,4468.63,223.2409668,5.825,False
8,2012-02-24,46.33,3.555,9712.39,4960.15,1.0,2441.26,5314.33,224.1809207,5.825,False
8,2012-02-24,46.33,3.555,9712.39,4960.15,1.0,2441.26,5314.33,224.1809207,5.825,False
8,2012-03-02,50.95,3.63,19521.45,1000.19,0.6,5819.37,3641.54,224.3959793,5.825,False
8,2012-06-01,78.31,3.501,11578.32,41.6,58.17,1319.45,2044.72,225.300865,5.679,False
8,2012-08-10,83.74,3.494,11811.65,26.0,59.03,2215.73,2801.89,225.5226885,5.401,False
8,2012-08-24,73.77,3.62,3822.14,6.4,4.2,763.09,3570.91,225.7418442,5.401,False
9,2010-03-05,48.43,2.625,,,,,,214.9054721,6.415,False
9,2010-06-18,82.99,2.637,,,,,,215.0166484,6.384,False
9,2010-07-30,79.83,2.64,,,,,,214.9257105,6.442,False
9,2010-10-01,69.08,2.603,,,,,,215.2141341,6.56,False
9,2010-10-01,69.08,2.603,,,,,,215.2141341,6.56,False
9,2010-11-05,58.69,2.689,,,,,,215.5065452,6.56,False
9,2010-11-12,61.59,2.728,,,,,,215.5557297,6.56,False
9,2010-11-26,60.18,2.735,,,,,,215.2909028,6.56,True
9,2011-01-07,41.82,2.976,,,,,,214.9234729,6.416,False
9,2011-01-21,44.72,3.016,,,,,,215.3554013,6.416,False
9,2011-02-04,31.82,2.989,,,,,,216.1162864,6.416,False
9,2011-03-04,60.67,3.288,,,,,,217.4036503,6.416,False
9,2011-03-04,60.67,3.288,,,,,,217.4036503,6.416,False
9,2011-03-25,68.79,3.473,,,,,,218.2007506,6.416,False
9,2011-04-29,70.85,3.81,,,,,,219.2588382,6.38,False
9,2011-05-06,62.2,3.906,,,,,,219.4315106,6.38,False
9,2011-05-06,62.2,3.906,,,,,,219.4315106,6.38,False
9,2011-07-08,89.04,3.48,,,,,,218.8755955,6.404,False
9,2011-09-16,77.95,3.526,,,,,,219.6297841,6.404,False
9,2011-11-04,54.46,3.332,,,,,,221.4820921,6.054,False
9,2012-01-06,47.54,3.157,3597.08,6203.76,11.2,3743.55,1912.75,223.4332408,5.667,False
9,2012-01-13,42.44,3.261,4731.1,2959.36,,129.27,3416.48,223.6168049,5.667,False
9,2012-02-10,44.03,3.409,5619.8,1595.17,1.71,4740.66,4494.14,223.9953006,5.667,True
9,2012-04-27,73.07,3.814,409.76,,0.4,7.88,7179.53,225.3672537,5.539,False
9,2012-06-15,82.21,3.393,3296.23,176.4,50.03,780.78,4209.82,225.5070634,5.539,False
9,2012-06-22,81.05,3.346,2886.26,3.8,,1270.8,4545.91,225.5495841,5.539,False
9,2012-08-24,77.9,3.62,1524.71,,1.8,501.16,4241.59,225.9364729,5.277,False
9,2012-10-12,60.09,3.601,520.41,,6.01,,2839.84,227.1693919,4.954,False
9,2012-10-19,68.01,3.594,545.72,,8.0,28.94,3098.87,227.214288,4.954,False
9,2012-10-26,69.52,3.506,512.23,3.0,8.0,,1666.38,227.2328068,4.954,False
10,2010-05-07,71.06,3.127,,,,,,126.2898,9.524,False
10,2010-05-28,76.67,3.058,,,,,,126.1602258,9.524,False
10,2010-06-25,90.32,3.084,,,,,,126.1266,9.524,False
10,2010-10-08,77.04,2.924,,,,,,126.2791667,9.003,False
10,2010-12-31,49.67,3.148,,,,,,127.0876774,9.003,True
10,2011-01-21,56.75,3.336,,,,,,127.4404839,8.744,False
10,2011-01-28,53.03,3.231,,,,,,127.5800323,8.744,False
10,2011-01-28,53.03,3.231,,,,,,127.5800323,8.744,False
10,2011-02-11,51.51,3.381,,,,,,127.859129,8.744,True
10,2011-02-18,61.77,3.43,,,,,,127.99525,8.744,False
10,2011-09-09,89.06,3.771,,,,,,129.3686129,8.257,True
10,2011-09-16,77.49,3.784,,,,,,129.4306,8.257,False
10,2011-09-23,82.51,3.789,,,,,,129.5183333,8.257,False
10,2011-09-30,82.27,3.877,,,,,,129.6060667,8.257,False
10,2012-03-16,62.11,4.273,3977.45,-10.5,6.03,1928.5,2273.92,130.8261935,7.545,False
10,2012-04-06,65.99,4.282,9256.0,,23.74,4802.15,8553.67,131.0375484,7.382,False
10,2012-05-11,76.03,4.186,10837.25,,105.67,4736.02,2747.36,131.1453333,7.382,False
10,2012-07-20,84.45,3.589,6596.8,-1.6,44.6,4275.27,10650.28,130.7012903,7.17,False
10,2012-07-20,84.45,3.589,6596.8,-1.6,44.6,4275.27,10650.28,130.7012903,7.17,False
10,2012-08-10,90.78,3.811,15282.47,,58.8,5537.01,14827.71,130.7561613,7.17,False
10,2012-09-14,78.47,3.966,10389.14,,15.97,4943.53,7618.04,130.9776667,7.17,False
10,2012-10-05,80.88,4.132,8975.95,,46.24,9546.75,7186.77,131.0756667,6.943,False
11,2010-02-12,48.01,2.548,,,,,,214.5747916,7.368,True
11,2010-05-14,77.64,2.854,,,,,,213.6196139,7.343,False
11,2010-07-09,83.01,2.642,,,,,,214.4265704,7.346,False
11,2010-07-16,84.9,2.623,,,,,,214.4176476,7.346,False
11,2011-01-07,54.43,2.976,,,,,,214.6955104,7.551,False
11,2011-01-14,45.34,2.983,,,,,,214.7470729,7.551,False
11,2011-01-14,45.34,2.983,,,,,,214.7470729,7.551,False
11,2011-01-21,51.51,3.016,,,,,,215.1268275,7.551,False
11,2011-04-01,69.1,3.524,,,,,,218.2114184,7.574,False
11,2011-06-10,85.79,3.648,,,,,,218.4037974,7.574,False
11,2011-06-24,86.13,3.594,,,,,,218.45094,7.574,False
11,2011-12-16,59.69,3.159,1812.02,143.06,592.44,669.07,4900.25,222.6426418,7.197,False
11,2012-02-24,61.11,3.555,17546.88,7531.48,0.5,3698.03,12656.68,224.1320199,6.833,False
11,2012-08-31,86.49,3.638,16650.73,120.0,45.0,7575.93,6689.78,225.8293063,6.334,False
12,2010-02-05,49.47,2.962,,,,,,126.4420645,13.975,False
12,2010-02-19,54.83,2.915,,,,,,126.5262857,13.975,False
12,2010-04-02,59.84,3.086,,,,,,126.6034839,14.099,False
12,2010-04-23,64.55,3.05,,,,,,126.4713333,14.099,False
12,2010-07-23,99.22,3.112,,,,,,126.1283548,14.18,False
12,2010-08-13,87.01,3.159,,,,,,126.064,14.18,False
12,2010-08-20,92.81,3.041,,,,,,126.0766452,14.18,False
12,2010-09-17,82.45,3.028,,,,,,126.1454667,14.18,False
12,2010-09-24,81.77,2.939,,,,,,126.1900333,14.18,False
12,2010-10-29,61.09,3.016,,,,,,126.4364194,14.313,False
12,2010-11-19,58.18,3.161,,,,,,126.6072,14.313,False
12,2010-12-03,43.33,3.041,,,,,,126.7313333,14.313,False
12,2011-03-04,51.72,3.674,,,,,,128.26475,14.021,False
12,2011-05-06,68.4,4.193,,,,,,129.0444333,13.736,False
12,2011-10-07,70.44,3.827,,,,,,129.6938,12.89,False
12,2011-10-21,73.05,3.842,,,,,,129.7821613,12.89,False
12,2011-10-21,73.05,3.842,,,,,,129.7821613,12.89,False
12,2011-11-04,59.77,3.828,,,,,,129.8051935,12.89,False
12,2011-12-02,52.5,3.701,4868.73,,2022.46,3768.45,18368.11,129.8459667,12.89,False
12,2012-01-06,50.43,3.599,11181.59,33829.84,36.96,624.05,10152.27,130.1575161,12.187,False
12,2012-01-27,50.43,3.675,1201.31,631.79,,104.69,1050.85,130.3144516,12.187,False
12,2012-01-27,50.43,3.675,1201.31,631.79,,104.69,1050.85,130.3144516,12.187,False
12,2012-03-02,52.27,4.178,15046.69,2131.62,12.84,4574.95,3428.27,130.6457931,12.187,False
12,2012-04-27,77.99,4.193,2936.01,336.39,26.18,613.65,740.83,131.1266667,11.627,False
12,2012-07-06,89.13,3.765,10804.73,-0.6,3.33,5397.84,4395.03,130.7196333,10.926,False
12,2012-09-07,88.52,4.124,17640.02,84.0,46.18,3202.21,2634.17,130.9325484,10.926,True
12,2012-10-26,65.95,4.301,13749.1,104.54,56.0,2402.63,4813.93,131.1930968,10.199,False
13,2010-03-19,42.49,2.782,,,,,,126.6066452,8.316,False
13,2010-04-30,48.33,2.941,,,,,,126.3805667,8.107,False
13,2010-05-07,44.42,2.948,,,,,,126.2898,8.107,False
13,2010-05-21,57.71,2.95,,,,,,126.1843871,8.107,False
13,2010-07-09,71.33,2.802,,,,,,126.1518,7.951,False
13,2010-07-16,77.79,2.791,,,,,,126.1498065,7.951,False
13,2010-07-30,78.94,2.797,,,,,,126.1069032,7.951,False
13,2010-10-15,54.12,2.845,,,,,,126.3266774,7.795,False
13,2010-10-29,45.12,2.841,,,,,,126.4364194,7.795,False
13,2010-11-26,28.22,2.83,,,,,,126.6692667,7.795,True
13,2010-12-10,36.78,2.817,,,,,,126.7934,7.795,False
13,2011-04-15,41.72,3.616,,,,,,128.9107333,7.193,False
13,2011-04-22,47.55,3.655,,,,,,128.9553,7.193,False
13,2011-04-29,43.85,3.683,,,,,,128.9998667,7.193,False
13,2011-07-08,77.3,3.563,,,,,,129.1125,6.877,False
13,2011-12-16,27.85,3.282,3272.56,556.15,959.55,424.43,5933.01,129.8980645,6.392,False
13,2012-01-13,25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.104,False
13,2012-01-20,32.71,3.047,3150.56,6765.52,87.63,1196.17,3136.96,130.2792258,6.104,False
13,2012-04-27,64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,False
13,2012-05-25,62.39,3.801,7282.07,,416.15,1048.83,7293.87,131.0287742,5.965,False
13,2012-05-25,62.39,3.801,7282.07,,416.15,1048.83,7293.87,131.0287742,5.965,False
13,2012-06-15,65.97,3.756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,False
13,2012-09-28,64.8,3.821,5197.64,63.1,2.6,3022.73,9779.77,131.043,5.765,False
13,2012-10-05,61.79,3.815,6607.14,,50.6,3943.91,7700.91,131.0756667,5.621,False
13,2012-10-12,55.1,3.797,1927.15,,9.72,518.97,11269.24,131.1083333,5.621,False
13,2012-10-26,46.97,3.755,10192.49,364.57,150.0,1714.15,5563.92,131.1930968,5.621,False
14,2010-02-05,27.31,2.784,,,,,,181.8711898,8.992,False
14,2010-03-26,54.36,2.854,,,,,,181.9718697,8.992,False
14,2010-04-16,54.28,2.899,,,,,,181.6924769,8.899,False
14,2010-04-16,54.28,2.899,,,,,,181.6924769,8.899,False
14,2010-05-07,70.75,2.966,,,,,,181.6468154,8.899,False
14,2010-05-21,62.62,2.958,,,,,,181.8538486,8.899,False
14,2010-06-18,72.62,2.78,,,,,,182.4424199,8.899,False
14,2010-08-06,77.17,2.784,,,,,,182.5320862,8.743,False
14,2010-08-20,76.01,2.779,,,,,,182.6165205,8.743,False
14,2010-10-08,56.49,2.764,,,,,,182.7640032,8.724,False
14,2011-03-25,41.76,3.625,,,,,,184.9943679,8.549,False
14,2011-04-29,66.18,3.962,,,,,,185.8029526,8.521,False
14,2011-07-29,81.31,3.829,,,,,,186.2955962,8.625,False
14,2011-09-02,70.63,3.703,,,,,,186.6189274,8.625,False
14,2011-12-09,46.57,3.415,7297.72,15.0,342.71,4849.0,7509.9,188.6544692,8.523,False
14,2012-03-02,41.55,3.816,20212.56,1991.38,46.67,11970.8,6876.57,190.1714927,8.424,False
14,2012-03-30,50.04,3.953,11267.8,185.8,8.84,1152.46,2509.18,190.6107463,8.424,False
14,2012-04-20,63.13,4.027,32124.49,6870.09,100.15,2213.04,3706.04,190.8138013,8.567,False
